Doculect,Concept,Form
Urarina,FIGHT,s̪un̪ãã́n̪ã
Urarina,WIPE,kad̺ɨd̺ɨn̪ã́
Urarina,FLOAT,mũd̪ud̺ʷan̪ã́
Urarina,FEW,kud̺at̪aháhai
Urarina,ANIMAL,t̪aibin̪ããẽ́
Urarina,RAIN (RAINING),ɨᶭá el̪ú
Urarina,CHILD (YOUNG HUMAN),kan̪ããn̪ãĩ́
Urarina,BURNING,ahaat̪í
Urarina,LIE (REST),n̪ẽl̪ud̺án̪ã
Urarina,FREEZE,hel̪ad̺un̪ãã́ ; hel̪ad̺uan̪ãã́ 
Urarina,BECAUSE,
Urarina,WITH,aʲɲã́
Urarina,GUTS,
Urarina,SOME,ʤɨn̪ĩkúʷa
