Grapheme	IPA
a	a
á	!á/a
áa	!áa/aː
aá	!aá/aː
i	i
í	!í/i
ì	!ì/i
íi	!íi/iː
e	e
é	!é/e
ée	!ée/eː
ə	ə
u	u
ú	!ú/u
úu	!úu/uː
ɯ	ɯ
ɯ́	!ɯ́/ɯ
ɯɯ	ɯː
ɯ́ɯ	!ɯ́ɯ/ɯː
o	o
ó	!ó/o
óo	!óo/oː
ɸ	ɸ
θ	θ
d	d
b	b
k	k
g	g
t	t
h	h
m	m
n	n
ŋ	ŋ
ɲ	ɲ
r	!r/ɾ
ʤ	dʒ
ʧ	tʃ
