Grapheme	IPA
a	a
á	!á/a
aa	aː
ch	tʃ
d	d
e	e
é	!é/e
ee	eː
hw	hʷ
i	i
í	!í/i
ii	iː
j	h
k	k
kw	kʷ
ky	k i
m	m
n	n
ny	ɲ
o	o
ó	!ó/o
p	p
py	p i
r	r
s	s
sh	ʃ
t	t
ts	ts
ty	t i
ü	ɨ
w	w
y	j
