Grapheme	IPA
i	i
u	u
o	o
e	e
a	a
p	p
p'	pʼ
pʰ	pʰ
b	b
t	t
t'	tʼ
d	d
k	k
k'	kʼ
g	g
ʔ	ʔ
ts	ts
ch	tʃ
tʃ'	tʃʼ
s	s
ɬ	ɬ
sh	ʃ
h	h
m	m
n	n
l	l
r	ɾ
ll	ʎ
v	v
w	w
j	y
qu	k
c	k
y	j
u’	u
hua	w a
hui	w i
x	h
^-	NULL
-$	NULL
-	+
