Grapheme	IPA
a	a
á	!á/a
ä	!ä/a
ă	!ă/a
é	!é/e
e	e
ë	!ë/e
ĕ	!ĕ/e
i	i
ĭ	!ĭ/i
í	!í/i
ī	!ī/i
ü	ɨ
ŭ	!ŭ/u
û	!û/u
u	u
ú	!ú/u
o	o
ó	!ó/o
ö	!ö/o
ō	!ō/o
k	k
ck	k
c	k
ckh	k
g	g
m	m
n	n
h	ʔ
t	t
tj	tʲ
b	b
p	p
j	h
th	t
ph	p
gh	g
tsch	dʒ
qui	k i
qua	kʷ a
quä	kʷ a
que	k e
qué	k !é/e
quü	k ɨ
s	s
ss	s s
z	z
tz	dz
r	ɾ
v	v
tt	t t
-	+
