Grapheme	IPA
a	a
aa	aː
e	ɨ
ee	ɨː
u	u
uu	uː
o	o
oo	oː
i	i
ii	iː
j	h
j̃	!h̃/h
w	w
p	p
t	t
k	k
y	j
kwa	k ua
kwn	k u n
kwɾ	k u ɾ
kws	k u s
kw$	k u
kwe	k uɨ
kwee	k uɨː
kwi	k i
kwii	k iː
s	s
ʃ	ʃ
m	m
n	n
ɾ	ɾ
-$	NULL
^-	NULL
-	+
_	+
_$	NULL
^_	NULL
