Grapheme	IPA
a	a
aa	aː
áa	!áa/aː
aá	!aá/aː
áà	!áà/aː
à	!à/a
á	!á/a
áà	!áà/aː
àà	!àà/aː
i	i
ii	iː
ɨ́ɨ	!ɨ́ɨ/ɨː
ɨ́ɨ̀	!ɨ́ɨ̀/ɨː
ì	!ì/i
í	!í/i
íi	!íi/iː
ií	!ií/iː
íí	!íí/iː
ìì	!ìì/iː
íì	!íì/iː
ɨ̀	!ɨ̀/ɨ
ɨ	ɨ
ɨɨ	ɨː
ɨɨ́	!ɨɨ́/ɨː
!ɨ́ɨ́	!ɨ́ɨ́/ɨː
ɨ́ɨ́=	!ɨ́ɨ́=/ɨː
ɨ́	!ɨ́/ɨ
u	u
uu	uː
ú	!ú/u
ù	!ù/u
úù	!úù/uː
úu	!úu/uː
uú	!uú/uː
j	h
k	k
kw	kʷ
kia	kʲ a
kiaa	kʲ aː
m	m
miaá	mʲ aː
n	n
p	p
r	r
s	s
siaa	ʃ aː
siáà	ʃ aː
t	t
w	w
y	j
ia	ja
iaa	jaː
-	+
-$	NULL
^-	NULL
=	+
=$	NULL
^=	NULL
