Grapheme	IPA
a	a
ai	ɨi
ái	!ái/ɨi
au	au
ua	ua
áu	!áu/au
uí	!uí/ui
ui	ui
eá	!eá/ɨa
uá	!uá/ua
á	!á/a
á̃	!á/a ∼
ã	a ∼
ch	tʃ
e	ɨ
é̃	!é/ɨ ∼
ẽ	ɨ ∼
é	!é/ɨ
i	i
í̃	!í/i ∼
ĩ	i ∼
í	!í/i
j	h
k	k
m	m
n	n
ng	ŋ
p	p
r	r
s	s
sh	ʃ
t	t
ts	ts
u	u
ú	!ú/u
ú̃	!ú/u ∼
ũ	u ∼
w	w
wi	v i
y	j
pia	pʲ a
tia	tʲ a
kia	kʲ a
mia	mʲ a
nia	nʲ a
wia	wʲ a
niu	nʲ u
-$	NULL
^-	NULL
-	+
