Grapheme	IPA
a	a
e	ə
i	i
u	u
ch	tʃ
nch	n dʒ
d	ð
nk	n g
ek	ə ˀk
ke	kˀ ə
k	k
l	l
ll	ʎ
m	m
np	m b
n	n
ñ	ɲ
p	p
pe	pˀ ə
r	ɾ
r'	ˀr
s	s
sh	ʃ
nt	n d
t	t
te	tˀ ə
w	w
y	j
'$	ʔ
'	NULL
ku	kʷ
j	h
