Grapheme	IPA
a	a
á	!á/a
e	e
é	!é/e
i	i
í	!í/i
u	u
ú	!ú/u
a̠	a ∼
e̠	e ∼
i̠	i ∼
u̠	u ∼
y	j
w	w
ai	ai
au	au
n	n
nk	nˠ k
nt	n̪ t
c	k
j	h
l	l
k	k
m	m
p	p
r	r
s	s
sh	ʃ
ch	tʃ
ts	ts
t	t
sh’	ʃ i
ch’	tʃ i
p’	p i
j’	h i
k’	k i
-	+
-$	NULL
^-	NULL
-’	+ i
