Grapheme	IPA
a	a
i	i
ɨ	ɨ
e	e
u	u
o	o
p	p
m	m
n	n
ɲ	ɲ
w	w
t	t
d	d
f	f
ts	ts
s	s
l	l
ɾ	ɾ
tʃ	tʃ
ʃ	ʃ
ʈʂ	ʈʂ
ʂ	ʂ
c	c
ç	ç
j	j
k	k
w	w
h	h
ʔ	ʔ
