Grapheme	IPA
p	p
ʼ	ʔ
#a	ʔa
a	a
ã	!ã/a
ai	aɪ
ãi	!ãi/aɪ
au	aʊ
ãu	!ãu/aʊ
b	b
ch	tɕ
d	d
e	e
ẽ	!ẽ/e
f	kʷ
g	g
ng̃	ŋ
i	i
ĩ	!ĩ/i
j	ɦ
k	k
m	m
n	n
ñ	ɲ
ng	ŋ
o	o
õ	!õ/o
ou	ou
r	ɾ
t	t
u	u
ũ	!ũ/u
ü	!ü/ɯ
ü̃	!ü̃/ɯ
w	w
w̃	!w̃/w
y	dʑ
e̋	!e̋/e
à	!à/a
á	!á/a
í	!í/i
ǜ	!ǜ/ɯ
ǖ	!ǖ/ɯ
ē	!ē/e
a̋	!a̋/a
ò	!ò/o
ù	!ù/u
ñ̄	ɲ
ā	!ā/a
ȕ	!ȕ/u
ṵ	!ṵ/u
å	!å/a
ǘ	!ǘ/ɯ
è	!è/e
-$	NULL
^-	NULL
ṵ̈	!ṵ̈/ɯ
ū	!ū/u
ů	!ů/u
ü̏	!ü̏/ɯ
ău	!ău/aʊ
û	!û/u
ă	!ă/a
ȳ	dʑ
ŏ	!ŏ/o
é	!é/e
ʼ́	ʔ
ã̰	!ã̰/a
a̰	!a̰/a
ḭ	!ḭ/i
ʼ̏	ʔ
ō	!ō/o
ü̆	!ü̆/ɯ
ã̄	!ã̄/a
o̰	!o̰/o
i̊	!i̊/i
ī	!ī/i
âi	!âi/aɪ
ó	!ó/o
g̃	ŋ
o̊	!o̊/o
ê	!ê/e
ŭ	!ŭ/u
n̋	n
ʼ̰	ʔ
â	!â/a
õ̆	!õ̆/o
e̊	!e̊/e
ȉ	!ȉ/i
ã́	!ã́/a
i̋∼	!i̋∼/i
i̋	!i̋/i
ű	!ű/u
ü̃̀	!ü̃̀/ɯ
b́	b
ì	!ì/i
ȁ	!ȁ/a
ú	!ú/u
ô	!ô/o
u̽	!u̽/u
ḛ	!ḛ/e
e̽	!e̽/e
î	!î/i
ã̀	!ã̀/a
ʼ̂	ʔ
á∼	!á∼/a
∼	NULL
õ̀	!õ̀/o
ǘ∼	!ǘ∼/ɯ
