ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Partial_Cognacy,Borrowing,Morphemes,GroupedSounds
Iquito-138_sky-1,,Iquito,138_sky,níiya=karikuku,níiya=karikuku,n iː j a + k a r i k u k u,sky,Michael2022,315,,,,n iː j a + k a r i k u k u,140 2982,,,"['n', 'iː', 'j', 'a', '+', 'k', 'a', 'r', 'i', 'k', 'u', 'k', 'u']"
Iquito-139_sleep-1,,Iquito,139_sleep,makɨ́ɨni,makɨ́ɨni,m a k ɨː n i,sleep,Michael2022,1523,,,,m a k ɨː n i,3011,,,"['m', 'a', 'k', 'ɨː', 'n', 'i']"
Iquito-140_small-1,,Iquito,140_small,sɨɨ́sanurika,sɨɨ́sanurika,s ɨː s a n u r i k a,small or little,Michael2022,1547,,,,s ɨː s a n u r i k a,3047,,,"['s', 'ɨː', 's', 'a', 'n', 'u', 'r', 'i', 'k', 'a']"
Iquito-141_tosmellperceiveodor-1,,Iquito,141_tosmellperceiveodor,najiwɨ́ɨ̀nì,najiwɨ́ɨ̀nì,n a h i w ɨː n i,None,Michael2022,2550,,,,n a h i.w.ɨː n i,4429,,,"['n', 'a', 'h', 'i', 'w', 'ɨː', 'n', 'i']"
Iquito-142_smokeoffire-1,,Iquito,142_smokeoffire,anajaka,anajaka,a n a h a k a,smoke,Michael2022,1568,,,,a n a h a k a,3073,,,"['a', 'n', 'a', 'h', 'a', 'k', 'a']"
Iquito-143_smooth-1,,Iquito,143_smooth,aákanana,aákanana,aː k a n a n a,smooth,Michael2022,1590,,,,aː k a n a n a,3102,,,"['aː', 'k', 'a', 'n', 'a', 'n', 'a']"
Iquito-144_snake-1,,Iquito,144_snake,sirɨ́ɨni,sirɨ́ɨni,s i r ɨː n i,a worm or snake,Michael2022,1609,,,,s i r ɨː n i,3128,,,"['s', 'i', 'r', 'ɨː', 'n', 'i']"
Iquito-146_some-1,,Iquito,146_some,jɨɨ́timi,jɨɨ́timi,h ɨː t i m i,some,Michael2022,1636,,,,h ɨː t i m i,3161,,,"['h', 'ɨː', 't', 'i', 'm', 'i']"
Iquito-146_some-2,,Iquito,146_some,jɨɨ́tipɨ,jɨɨ́tipɨ,h ɨː t i p ɨ,some,Michael2022,1636,,,,h ɨː t i p ɨ,3161,,,"['h', 'ɨː', 't', 'i', 'p', 'ɨ']"
Iquito-147_tospit-1,,Iquito,147_tospit,aruukíini,aruukíini,a r uː k iː n i,spit,Michael2022,2570,,,,a r uː k iː n i,4451,,,"['a', 'r', 'uː', 'k', 'iː', 'n', 'i']"
Iquito-148_tosplit-1,,Iquito,148_tosplit,ijakɨ́ɨni,ijakɨ́ɨni,i h a k ɨː n i,split or crack,Michael2022,2586,,,,i h a k ɨː n i,4472,,,"['i', 'h', 'a', 'k', 'ɨː', 'n', 'i']"
Iquito-149_tosqueeze-1,,Iquito,149_tosqueeze,minitáànì,minitáànì,m i n i t aː n i,None,Michael2022,2598,,,,m i n i t aː n i,4491,,,"['m', 'i', 'n', 'i', 't', 'aː', 'n', 'i']"
Iquito-150_tostaborstick-1,,Iquito,150_tostaborstick,ijiráani,ijiráani,i h i r aː n i,stab,Michael2022,2610,,,,i h i r aː n i,4515,,,"['i', 'h', 'i', 'r', 'aː', 'n', 'i']"
Iquito-151_tostand-1,,Iquito,151_tostand,takúuni,takúuni,t a k uː n i,stand,Michael2022,2622,,,,t a k uː n i,4527,,,"['t', 'a', 'k', 'uː', 'n', 'i']"
Iquito-152_star-1,,Iquito,152_star,sawija,sawija,s a w i h a,star,Michael2022,1644,,,,s a w i h a,3170,,,"['s', 'a', 'w', 'i', 'h', 'a']"
Iquito-153_stickofwood-1,,Iquito,153_stickofwood,náànà,náànà,n aː n a,None,Michael2022,1674,,,,n aː n a,3211,,,"['n', 'aː', 'n', 'a']"
Iquito-154_stone-1,,Iquito,154_stone,sawija,sawija,s a w i h a,stone,Michael2022,1689,,,,- - s a.w.i h a,3243,,,"['s', 'a', 'w', 'i', 'h', 'a']"
Iquito-155_straight-1,,Iquito,155_straight,kamíkiikaana,kamíkiikaana,k a m i k iː k aː n a,straight,Michael2022,1713,,,,k a m i k iː k aː n a,3276,,,"['k', 'a', 'm', 'i', 'k', 'iː', 'k', 'aː', 'n', 'a']"
Iquito-156_tosuck-1,,Iquito,156_tosuck,jíìnì,jíìnì,h iː n i,None,Michael2022,2635,,,,h iː n i,4543,,,"['h', 'iː', 'n', 'i']"
Iquito-157_sun-1,,Iquito,157_sun,nunamija,nunamija,n u n a m i h a,None,Michael2022,1738,,,,n u n a m i h a,3307,,,"['n', 'u', 'n', 'a', 'm', 'i', 'h', 'a']"
Iquito-158_toswell-1,,Iquito,158_toswell,purúuni,purúuni,p u r uː n i,swell,Michael2022,2659,,,,p u r uː ( n i ),4572,,,"['p', 'u', 'r', 'uː', 'n', 'i']"
Iquito-159_toswim-1,,Iquito,159_toswim,musíini,musíini,m u s iː n i,swim,Michael2022,2681,,,,m u s iː n i,4596,,,"['m', 'u', 's', 'iː', 'n', 'i']"
Iquito-160_tail-1,,Iquito,160_tail,aniáàsì,aniáàsì,a n i aː s i,None,Michael2022,1765,,,,a n i aː s i,3343,,,"['a', 'n', 'i', 'aː', 's', 'i']"
Iquito-161_that-1,,Iquito,161_that,iina,iina,iː n a,that or which,Michael2022,361,,,,iː n a,146,,,"['iː', 'n', 'a']"
Iquito-162_there-1,,Iquito,162_there,tii,tii,t iː,there,Michael2022,367,,,,- t iː,147,,,"['t', 'iː']"
Iquito-163_they-1,,Iquito,163_they,na=,na=,n a,they,Michael2022,373,,,,n a,148,,,"['n', 'a']"
Iquito-164_thick-1,,Iquito,164_thick,yaasina,yaasina,j aː s i n a,thick,Michael2022,1829,,,,j aː s i n a,3472,,,"['j', 'aː', 's', 'i', 'n', 'a']"
Iquito-165_thin-1,,Iquito,165_thin,kiísana,kiísana,k iː s a n a,thin,Michael2022,573,,,,k iː s a n a,174,,,"['k', 'iː', 's', 'a', 'n', 'a']"
Iquito-166_tothink-1,,Iquito,166_tothink,saminiijúuni,saminiijúuni,s a m i n iː h uː n i,think,Michael2022,2704,,,,s a m i n iː h uː n i,4624,,,"['s', 'a', 'm', 'i', 'n', 'iː', 'h', 'uː', 'n', 'i']"
Iquito-167_this-1,,Iquito,167_this,iina,iina,iː n a,None,Michael2022,609,,,,iː n a,178,,,"['iː', 'n', 'a']"
Iquito-168_thou-1,,Iquito,168_thou,kiaa=,kiaa=,kʲ aː,None,Michael2022,1886,,,,kʲ aː,3553,,,"['kʲ', 'aː']"
Iquito-169_three-1,,Iquito,169_three,sɨɨ́saramaajɨtáami,sɨɨ́saramaajɨtáami,s ɨː s a r a m aː h ɨ t aː m i,three,Michael2022,1908,,,,s ɨː s a r a m aː h ɨ t aː m i,3587,,,"['s', 'ɨː', 's', 'a', 'r', 'a', 'm', 'aː', 'h', 'ɨ', 't', 'aː', 'm', 'i']"
Iquito-170_tothrow-1,,Iquito,170_tothrow,simaajuutáani,simaajuutáani,s i m aː h uː t aː n i,throw,Michael2022,2722,,,,s i m aː h uː t aː n i,4658,,,"['s', 'i', 'm', 'aː', 'h', 'uː', 't', 'aː', 'n', 'i']"
Iquito-171_totie-1,,Iquito,171_totie,tiníini,tiníini,t i n iː n i,tie or secure a rope to an entity,Michael2022,2746,,,,t i n iː n i,4688,,,"['t', 'i', 'n', 'iː', 'n', 'i']"
Iquito-172_tongue-1,,Iquito,172_tongue,nɨɨti,nɨɨti,n ɨː t i,tongue,Michael2022,2834,,,,n ɨː t i,4810,,,"['n', 'ɨː', 't', 'i']"
Iquito-173_toothfrontratherthanmolar-1,,Iquito,173_toothfrontratherthanmolar,iika,iika,iː k a,tooth or fang,Michael2022,2859,,,,iː k a - -,4845,,,"['iː', 'k', 'a']"
Iquito-174_tree-1,,Iquito,174_tree,náana,náana,n aː n a,tree,Michael2022,851,,,,n aː - - n a,207,,,"['n', 'aː', 'n', 'a']"
Iquito-175_toturnchangeonesdirection-1,,Iquito,175_toturnchangeonesdirection,takɨtɨ́ɨni,takɨtɨ́ɨni,t a k ɨ t ɨː n i,turn around,Michael2022,2766,,,,t a k ɨ t ɨː n i,4722,,,"['t', 'a', 'k', 'ɨ', 't', 'ɨː', 'n', 'i']"
Iquito-176_two-1,,Iquito,176_two,kuumi,kuumi,k uː m i,two,Michael2022,2900,,,,k uː m i - -,4924,,,"['k', 'uː', 'm', 'i']"
Iquito-176_two-2,,Iquito,176_two,kuupɨ,kuupɨ,k uː p ɨ,two,Michael2022,2900,,,,k uː p ɨ - -,4924,,,"['k', 'uː', 'p', 'ɨ']"
Iquito-177_tovomit-1,,Iquito,177_tovomit,ikiníini,ikiníini,i k i n iː n i,vomit,Michael2022,2774,,,,i k i n iː n i,4732,,,"['i', 'k', 'i', 'n', 'iː', 'n', 'i']"
Iquito-178_towalk-1,,Iquito,178_towalk,iikúuni,iikúuni,iː k uː n i,walk,Michael2022,2793,,,,iː k uː n i,4758,,,"['iː', 'k', 'uː', 'n', 'i']"
Iquito-179_warmofweather-1,,Iquito,179_warmofweather,íípànàna,íípànàna,iː p a n a n a,None,Michael2022,2925,,,,iː p a n a n a,4968,,,"['iː', 'p', 'a', 'n', 'a', 'n', 'a']"
Iquito-180_towash-1,,Iquito,180_towash,sikitáani,sikitáani,s i k i + t aː n i,wash,Michael2022,2812,,,,s i k i + t aː n i,4781 209,,,"['s', 'i', 'k', 'i', '+', 't', 'aː', 'n', 'i']"
Iquito-181_water-1,,Iquito,181_water,aaka,aaka,aː k a,water,Michael2022,2929,,,,- - - aː k a,4973,,,"['aː', 'k', 'a']"
Iquito-182_we-1,,Iquito,182_we,"kana=,pɨ́ɨ́=",kana=,k a n a,None,Michael2022,2957,,,,k a n a - -,5018,,,"['k', 'a', 'n', 'a']"
Iquito-182_we-2,,Iquito,182_we,"kana=,pɨ́ɨ́=",pɨ́ɨ́=,p ɨː,None,Michael2022,2965,,,,p ɨː ( - - - ),5027,,,"['p', 'ɨː']"
Iquito-183_wet-1,,Iquito,183_wet,pikana,pikana,p i k a n a,wet,Michael2022,886,,,,p i k a n a,211,,,"['p', 'i', 'k', 'a', 'n', 'a']"
Iquito-184_what-1,,Iquito,184_what,saakaa,saakaa,!s/k aː !k/s aː,what,Michael2022,2993,,,,!s/k aː !k/s aː,5080,,,"['!s/k', 'aː', '!k/s', 'aː']"
Iquito-185_when-1,,Iquito,185_when,jɨɨ́tikari,jɨɨ́tikari,h ɨː t i k a r i,when,Michael2022,3012,,,,( h ɨː t i ) k a r i,5108,,,"['h', 'ɨː', 't', 'i', 'k', 'a', 'r', 'i']"
Iquito-186_where-1,,Iquito,186_where,tɨɨti,tɨɨti,t ɨː t i,where,Michael2022,3029,,,,t ɨː t i,5132,,,"['t', 'ɨː', 't', 'i']"
Iquito-187_white-1,,Iquito,187_white,musútina,musútina,m u s u t i n a,white,Michael2022,3055,,,,m u s u t i n a,5168,,,"['m', 'u', 's', 'u', 't', 'i', 'n', 'a']"
Iquito-188_who-1,,Iquito,188_who,kánɨɨka,kánɨɨka,k a n ɨː k a,who,Michael2022,3073,,,,k a n ɨː k a - -,5200,,,"['k', 'a', 'n', 'ɨː', 'k', 'a']"
Iquito-189_wide-1,,Iquito,189_wide,parina,parina,p a r i n a,wide or broad,Michael2022,3099,,,,p a r i n a,5235,,,"['p', 'a', 'r', 'i', 'n', 'a']"
Iquito-190_wife-1,,Iquito,190_wife,majáana,majáana,m a h aː n a,wife,Michael2022,3116,,,,m a h aː n a,5259,,,"['m', 'a', 'h', 'aː', 'n', 'a']"
Iquito-191_wind-1,,Iquito,191_wind,akíraja,akíraja,a k i r a h a,wind or breeze,Michael2022,3135,,,,a k i r a h a,5283,,,"['a', 'k', 'i', 'r', 'a', 'h', 'a']"
Iquito-192_wing-1,,Iquito,192_wing,námaku,námaku,n a m a k u,wing,Michael2022,3157,,,,n a m a k u,5311,,,"['n', 'a', 'm', 'a', 'k', 'u']"
Iquito-193_towipe-1,,Iquito,193_towipe,pɨ́ɨni,pɨ́ɨni,p ɨː n i,wipe or clean oneself after defecating,Michael2022,2825,,,,p ɨː n i,4802,,,"['p', 'ɨː', 'n', 'i']"
Iquito-194_withaccompanying-1,,Iquito,194_withaccompanying,=jata,=jata,h a t a,with,Michael2022,3172,,,,h a t a,5332,,,"['h', 'a', 't', 'a']"
Iquito-195_woman-1,,Iquito,195_woman,mɨɨsaji,mɨɨsaji,m ɨː s a h i,woman,Michael2022,3184,,,,m ɨː s a h i,5352,,,"['m', 'ɨː', 's', 'a', 'h', 'i']"
Iquito-199_year-1,,Iquito,199_year,amáriyaana,amáriyaana,a m a r i j aː n a,year,Michael2022,3265,,,,a m a r i j aː ( n a ),5473,,,"['a', 'm', 'a', 'r', 'i', 'j', 'aː', 'n', 'a']"
Iquito-200_yellow-1,,Iquito,200_yellow,nɨyana,nɨyana,n ɨ j a n a,None,Michael2022,3286,,,,n ɨ j a n a,5497,,,"['n', 'ɨ', 'j', 'a', 'n', 'a']"
Iquito-198_ye-1,,Iquito,198_ye,kina=,kina=,k i n a,None,Michael2022,3247,,,,k i n a - -,5443,,,"['k', 'i', 'n', 'a']"
Ticuna-2_and-1,,Ticuna,2_and,ka̰,ka̰,k a,and,Bertet2020,3408,,,,k a,70,,,"['k', 'a']"
Ticuna-2_and-2,,Ticuna,2_and,ñṵã́chi̋∼ rṵ̈ã́chi̋∼ chi̋,ñṵã́chi̋,ɲ u + a tɕ i,and,Bertet2020,3406,,,,ɲ u + a tɕ i,69 762,,,"['ɲ', 'u', '+', 'a', 'tɕ', 'i']"
Ticuna-2_and-3,,Ticuna,2_and,ñṵã́chi̋∼ rṵ̈ã́chi̋∼ chi̋,rṵ̈ã́chi̋,ɾ ɯ + a tɕ i,and,Bertet2020,3406,,,,ɾ ɯ + a tɕ i,69 762,,,"['ɾ', 'ɯ', '+', 'a', 'tɕ', 'i']"
Ticuna-2_and-4,,Ticuna,2_and,ñṵã́chi̋∼ rṵ̈ã́chi̋∼ chi̋,chi̋,tɕ i,and,Bertet2020,3462,,,,- tɕ i,762,,,"['tɕ', 'i']"
Ticuna-2_and-5,,Ticuna,2_and,rǜ(∼ dǜ),rǜ,ɾ ɯ,and,Bertet2020,3405,,,,ɾ ɯ,69,,,"['ɾ', 'ɯ']"
Ticuna-3_animal-1,,Ticuna,3_animal,-ēʼü̃̀,-ēʼü̃̀,e ʔ ɯ,[+tr.] animal,Bertet2020,3575,,,,e ʔ ɯ,90,,,"['e', 'ʔ', 'ɯ']"
Ticuna-7_baddeleteriousorunsuitable-1,,Ticuna,7_baddeleteriousorunsuitable,chiʼ̂è,chiʼ̂è,tɕ i ʔ e,be bad,Bertet2020,760,,,,tɕ i ʔ e,196,,,"['tɕ', 'i', 'ʔ', 'e']"
Ticuna-8_bark-1,,Ticuna,8_bark,g̃ȕʼu,g̃ȕʼu,ŋ u ʔ u,bark,Bertet2020,1026,,,,ŋ u ʔ u,227,,,"['ŋ', 'u', 'ʔ', 'u']"
Ticuna-9_because-1,,Ticuna,9_because,ērǘ∼ ngērǘ,ērǘ,e ɾ ɯ,because,Bertet2020,1165,,,,- e ɾ ɯ,249,,,"['e', 'ɾ', 'ɯ']"
Ticuna-9_because-2,,Ticuna,9_because,ērǘ∼ ngērǘ,ngērǘ,ŋ e ɾ ɯ,because,Bertet2020,1165,,,,ŋ e ɾ ɯ,249,,,"['ŋ', 'e', 'ɾ', 'ɯ']"
Ticuna-9_because-3,,Ticuna,9_because,ye̊rǘ,ye̊rǘ,dʑ e ɾ ɯ,because (pre-hod. past),Bertet2020,1165,,,,dʑ e ɾ ɯ,249,,,"['dʑ', 'e', 'ɾ', 'ɯ']"
Ticuna-10_belly-1,,Ticuna,10_belly,-pǜtǖwē,-pǜtǖwē,p ɯ t ɯ w e,belly,Bertet2020,1319,,,,p ɯ t ɯ w e,271,,,"['p', 'ɯ', 't', 'ɯ', 'w', 'e']"
Ticuna-12_big-1,,Ticuna,12_big,tá,tá,t a,be big,Bertet2020,1695,,,,t a - -,325,,,"['t', 'a']"
Ticuna-14_tobite-1,,Ticuna,14_tobite,bü̆ʼü,bü̆ʼü,b ɯ ʔ ɯ,bite,Bertet2020,1943,,,,b ɯ ʔ ɯ,3630,,,"['b', 'ɯ', 'ʔ', 'ɯ']"
Ticuna-14_tobite-2,,Ticuna,14_tobite,chí,chí,tɕ i,bite,Bertet2020,1937,,,,tɕ i,3624,,,"['tɕ', 'i']"
Ticuna-14_tobite-3,,Ticuna,14_tobite,ngo̰,ngo̰,ŋ o,bite,Bertet2020,1938,,,,- ŋ o,3625,,,"['ŋ', 'o']"
Ticuna-18_bone-1,,Ticuna,18_bone,-ʼchin̋ aʼ̰ a,-ʼchin̋ aʼ̰ a,ʔ tɕ i n + a ʔ + a,bone,Bertet2020,2821,,,,ʔ tɕ i n + a ʔ + a,479 480 481,,,"['ʔ', 'tɕ', 'i', 'n', '+', 'a', 'ʔ', '+', 'a']"
Ticuna-26_tocut-1,,Ticuna,26_tocut,wȉ,wȉ,w i,cut,Bertet2020,2031,,,,w i,3756,,,"['w', 'i']"
Ticuna-28_todie-1,,Ticuna,28_todie,yŭ,yŭ,dʑ u,die,Bertet2020,2060,,,,dʑ u,3790,,,"['dʑ', 'u']"
Ticuna-30_dirty-1,,Ticuna,30_dirty,ǜʼà,ǜʼà,ɯ ʔ a,be dirty,Bertet2020,3338,,,,- ɯ ʔ a,600,,,"['ɯ', 'ʔ', 'a']"
Ticuna-31_dog-1,,Ticuna,31_dog,âirű,âirű,aɪ ɾ u,dog,Bertet2020,3365,,,,- aɪ ɾ u,636,,,"['aɪ', 'ɾ', 'u']"
Ticuna-32_todrink-1,,Ticuna,32_todrink,àʼü,àʼü,a ʔ ɯ,drink,Bertet2020,2105,,,,a ʔ ɯ,3845,,,"['a', 'ʔ', 'ɯ']"
Ticuna-33_drysubstance-1,,Ticuna,33_drysubstance,pá,pá,p a,be dry,Bertet2020,1034,,,,p a,2290,,,"['p', 'a']"
Ticuna-38_toeat-1,,Ticuna,38_toeat,chib́ ǜ,chib́ ǜ,tɕ i b + ɯ,eat,Bertet2020,2133,,,,tɕ i b + ɯ,3879 3877,,,"['tɕ', 'i', 'b', '+', 'ɯ']"
Ticuna-38_toeat-2,,Ticuna,38_toeat,mṵ,mṵ,m u,eat (a raw fruit),Bertet2020,2140,,,,m u,3886,,,"['m', 'u']"
Ticuna-40_eye-1,,Ticuna,40_eye,-ʼétǜ,-ʼétǜ,ʔ e t ɯ,[-tr.] eye,Bertet2020,3518,,,,ʔ e t ɯ,835,,,"['ʔ', 'e', 't', 'ɯ']"
Ticuna-41_tofalldropratherthantopple-1,,Ticuna,41_tofalldropratherthantopple,g̃û,g̃û,ŋ u,fall (sg.),Bertet2020,2163,,,,ŋ u,3924,,,"['ŋ', 'u']"
Ticuna-41_tofalldropratherthantopple-2,,Ticuna,41_tofalldropratherthantopple,yì,yì,dʑ i,fall (pl.),Bertet2020,2168,,,,dʑ i,3929,,,"['dʑ', 'i']"
Ticuna-42_far-1,,Ticuna,42_far,kòi̋(?),kòi̋,k o i,far away (?),Bertet2020,3564,,,,k o i,887,,,"['k', 'o', 'i']"
Ticuna-42_far-2,,Ticuna,42_far,yȁʼnà,yȁʼnà,dʑ a ʔ n a,far away,Bertet2020,3559,,,,dʑ a ʔ n a,882,,,"['dʑ', 'a', 'ʔ', 'n', 'a']"
Ticuna-44_father-1,,Ticuna,44_father,-nátǖ,-nátǖ,n a t ɯ,[-tr.] father,Bertet2020,3608,,,,n a t ɯ,934,,,"['n', 'a', 't', 'ɯ']"
Ticuna-44_father-2,,Ticuna,44_father,pāpa̋,pāpa̋,p a p a,dad,Bertet2020,3605,,,,p a p a,933,,,"['p', 'a', 'p', 'a']"
Ticuna-45_tofear-1,,Ticuna,45_tofear,múü̃̀,múü̃̀,m u ɯ,be afraid,Bertet2020,2180,,,,m u ɯ,3952,,,"['m', 'u', 'ɯ']"
Ticuna-47_few-1,,Ticuna,47_few,nôʼré,nôʼré,n o ʔ ɾ e,be few,Bertet2020,6,,,,n o ʔ ɾ e,1003,,,"['n', 'o', 'ʔ', 'ɾ', 'e']"
Ticuna-50_fish-1,,Ticuna,50_fish,chóʼni̋,chóʼni̋,tɕ o ʔ n i,fish,Bertet2020,60,,,,tɕ o ʔ n i,1070,,,"['tɕ', 'o', 'ʔ', 'n', 'i']"
Ticuna-55_tofly-1,,Ticuna,55_tofly,mŭre̋nǖ,mŭre̋nǖ,m u ɾ e n ɯ,fly,Bertet2020,2235,,,,m u ɾ e n ɯ,4014,,,"['m', 'u', 'ɾ', 'e', 'n', 'ɯ']"
Ticuna-57_foot-1,,Ticuna,57_foot,-ku̽tǖ,-ku̽tǖ,k u t ɯ,foot,Bertet2020,142,,,,k u t ɯ,1185,,,"['k', 'u', 't', 'ɯ']"
Ticuna-61_good-1,,Ticuna,61_good,mé,mé,m e,be good,Bertet2020,206,,,,m e,1267,,,"['m', 'e']"
Ticuna-63_green-1,,Ticuna,63_green,ya̰u,ya̰u,dʑ a u,be blue or green,Bertet2020,255,,,,dʑ a u,1330,,,"['dʑ', 'a', 'u']"
Ticuna-65_hair-1,,Ticuna,65_hair,-ya̋ē,-ya̋ē,dʑ a e,hair,Bertet2020,287,,,,dʑ a e,1373,,,"['dʑ', 'a', 'e']"
Ticuna-66_hand-1,,Ticuna,66_hand,-ʼmḛʼe ∼ -mḛ,-ʼmḛʼe,ʔ m e ʔ e,[-tr.] hand,Bertet2020,321,,,,ʔ m e ʔ e,1406,,,"['ʔ', 'm', 'e', 'ʔ', 'e']"
Ticuna-66_hand-2,,Ticuna,66_hand,-ʼmḛʼe ∼ -mḛ,-mḛ,m e,[-tr.] hand,Bertet2020,321,,,,- m e - -,1406,,,"['m', 'e']"
Ticuna-68_head-1,,Ticuna,68_head,-e̽rú,-e̽rú,e ɾ u,head,Bertet2020,376,,,,- - - - e ɾ u -,1482,,,"['e', 'ɾ', 'u']"
Ticuna-69_tohear-1,,Ticuna,69_tohear,iñ̄ ǖ,iñ̄ ǖ,i ɲ + ɯ,hear,Bertet2020,1088,,,,i ɲ + ɯ,2366 4080,,,"['i', 'ɲ', '+', 'ɯ']"
Ticuna-74_toholdinhand-1,,Ticuna,74_toholdinhand,ngî,ngî,ŋ i,hold,Bertet2020,2316,,,,ŋ i,4133,,,"['ŋ', 'i']"
Ticuna-75_how-1,,Ticuna,75_how,ñùʼã̀kǜ,ñùʼã̀kǜ,ɲ u ʔ a k ɯ,how?,Bertet2020,475,,,,- ɲ - u ʔ a k ɯ,1607,,,"['ɲ', 'u', 'ʔ', 'a', 'k', 'ɯ']"
Ticuna-76_tohuntgame-1,,Ticuna,76_tohuntgame,fènǖē,fènǖē,kʷ e n ɯ e,hunt,Bertet2020,2338,,,,kʷ e n ɯ e,4155,,,"['kʷ', 'e', 'n', 'ɯ', 'e']"
Ticuna-77_husband-1,,Ticuna,77_husband,-té,-té,t e,[-tr.] husband,Bertet2020,499,,,,t e,1640,,,"['t', 'e']"
Ticuna-80_if-1,,Ticuna,80_if,ēgá∼ gá∼ ngēgá,ēgá,e g a,if,Bertet2020,512,,,,( - e ) g a,1660,,,"['e', 'g', 'a']"
Ticuna-80_if-2,,Ticuna,80_if,ēgá∼ gá∼ ngēgá,gá,g a,if,Bertet2020,512,,,,( - - ) g a,1660,,,"['g', 'a']"
Ticuna-80_if-3,,Ticuna,80_if,ēgá∼ gá∼ ngēgá,ngēgá,ŋ e g a,if,Bertet2020,512,,,,( ŋ e ) g a,1660,,,"['ŋ', 'e', 'g', 'a']"
Ticuna-82_tokill-1,,Ticuna,82_tokill,dài,dài,d a i,kill (pl.),Bertet2020,2357,,,,d a i,4186,,,"['d', 'a', 'i']"
Ticuna-82_tokill-2,,Ticuna,82_tokill,ma̰,ma̰,m a,kill (sg.),Bertet2020,2341,,,,m a,4164,,,"['m', 'a']"
Ticuna-84_lake-1,,Ticuna,84_lake,-ʼtáʼa,-ʼtáʼa,ʔ t a ʔ a,[-tr.] lake,Bertet2020,558,,,,ʔ t a ʔ a,1722,,,"['ʔ', 't', 'a', 'ʔ', 'a']"
Ticuna-85_tolaugh-1,,Ticuna,85_tolaugh,kú,kú,k u,laugh,Bertet2020,2387,,,,k u,4234,,,"['k', 'u']"
Ticuna-86_leaf-1,,Ticuna,86_leaf,nāiʼa̋tǖ,nāiʼa̋tǖ,n a i ʔ a t ɯ,tree leaf,Bertet2020,582,,,,n a i ʔ a t ɯ,1749,,,"['n', 'a', 'i', 'ʔ', 'a', 't', 'ɯ']"
Ticuna-87_lefthand-1,,Ticuna,87_lefthand,tʼŏʼwe̋,tʼŏʼwe̋,t ʔ o ʔ w e,left,Bertet2020,615,,,,t ʔ o ʔ w e,1783,,,"['t', 'ʔ', 'o', 'ʔ', 'w', 'e']"
Ticuna-88_leg-1,,Ticuna,88_leg,-pārà,-pārà,p a ɾ a,[-tr.] leg,Bertet2020,638,,,,p a ɾ a,1810,,,"['p', 'a', 'ɾ', 'a']"
Ticuna-89_tolie-1,,Ticuna,89_tolie,kā,kā,k a,lie,Bertet2020,2401,,,,k a,4247,,,"['k', 'a']"
Ticuna-92_long-1,,Ticuna,92_long,ma̰,ma̰,m a,be long,Bertet2020,681,,,,m a - -,1869,,,"['m', 'a']"
Ticuna-97_mother-1,,Ticuna,97_mother,bûʼi̋ ∼ biʼ̂i̋,bûʼi̋,b u ʔ i,mother,Bertet2020,791,,,,b u ʔ i,1995,,,"['b', 'u', 'ʔ', 'i']"
Ticuna-97_mother-2,,Ticuna,97_mother,bûʼi̋ ∼ biʼ̂i̋,biʼ̂i̋,b i ʔ i,mother,Bertet2020,791,,,,b i ʔ i,1995,,,"['b', 'i', 'ʔ', 'i']"
Ticuna-97_mother-3,,Ticuna,97_mother,õ̀ʼe̋,õ̀ʼe̋,o ʔ e,mother,Bertet2020,801,,,,- - o ʔ e,2004,,,"['o', 'ʔ', 'e']"
Ticuna-97_mother-4,,Ticuna,97_mother,-é,-é,e,[-tr.] mother,Bertet2020,802,,,,- - e,2005,,,['e']
Ticuna-99_mouth-1,,Ticuna,99_mouth,-a̰,-a̰,a,[-tr.] mouth,Bertet2020,849,,,,a,2068,,,['a']
Ticuna-100_name-1,,Ticuna,100_name,-e̋gà,-e̋gà,e g a,name,Bertet2020,876,,,,e g a,2099,,,"['e', 'g', 'a']"
Ticuna-103_neck-1,,Ticuna,103_neck,-náʼa,-náʼa,n a ʔ a,[-tr.] neck,Bertet2020,955,,,,n a ʔ a,2172,,,"['n', 'a', 'ʔ', 'a']"
Ticuna-109_one-1,,Ticuna,109_one,wiʼ́á,wiʼ́á,w i ʔ a,one,Bertet2020,1102,,,,w i ʔ a,2382,,,"['w', 'i', 'ʔ', 'a']"
Ticuna-110_other-1,,Ticuna,110_other,na̋i,na̋i,n a i,other (n),Bertet2020,1117,,,,n a i,2417,,,"['n', 'a', 'i']"
Ticuna-110_other-2,,Ticuna,110_other,nài,nài,n a i,other (f/m),Bertet2020,1117,,,,n a i,2417,,,"['n', 'a', 'i']"
Ticuna-110_other-3,,Ticuna,110_other,tò,tò,t o,other (ns),Bertet2020,1121,,,,t o,2420,,,"['t', 'o']"
Ticuna-111_person-1,,Ticuna,111_person,dùã̰,dùã̰,d u a,human,Bertet2020,1128,,,,d u - a,2444,,,"['d', 'u', 'a']"
Ticuna-112_toplay-1,,Ticuna,112_toplay,iñ̄ ǖkà,iñ̄ ǖkà,i ɲ + ɯ k a,play,Bertet2020,2434,,,,i ɲ + ɯ k a,4288 4289,,,"['i', 'ɲ', '+', 'ɯ', 'k', 'a']"
