FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
ánaka	1	1	0	1	1	1	0
naka	0	1	0	1	1	1	0
niga-ɨ	0	1	0	1	1	1	1
nííkʷa-ɯ	0	1	1	1	1	1	1
níga-ɨ	0	1	0	1	1	1	1
anaká	1	1	0	1	1	1	0
anaka	1	1	0	1	1	1	0
