FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
bu	0	0	1	1	0	0	0
pó-kʷaá	0	0	1	1	1	1	1
íí-bu-ʔu	1	1	1	1	1	1	0
