FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
pɨgkɨg	1	1	1	1	1	1
péngker	1	1	1	1	1	1
pénker	1	1	1	1	1	1
penker	1	1	1	1	1	1
