FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
ɯ̃ɯ̃ko	0	0	0	1	1	1
hɯdzaako	1	1	1	1	1	1
áka	0	0	0	1	1	1
aka	0	0	0	1	1	1
aka	0	0	0	1	1	1
