FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
nikko-he	1	1	1	1	1	1	1
níhkʰʲe-hɨ	1	1	1	1	1	1	1
níkke-he	1	1	1	1	1	1	1
