FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
jamaham	1	1	1	1	1	1	1
yamáram	1	1	1	1	1	1	1
yamáram	1	1	1	1	1	1	1
yama	1	1	1	0	0	1	0
etseɻa	0	1	1	1	1	1	0
