FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
iʔganoo	1	1	1	1	1	1	1
íʔkʷáneé	1	1	1	1	1	1	1
ígano	1	0	1	1	1	0	1
