FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
náana	1	1	0	0	1	0	0	1
naana	1	1	0	0	1	0	0	1
noinlno	1	1	0	1	1	1	1	1
noinó	1	1	0	1	1	0	0	1
taina	1	1	0	1	1	0	0	1
n̪ɨ̃ɨ̃n̪ã́	1	1	0	1	1	0	0	1
ni̠nu	1	1	0	0	1	0	0	1
nakuna	1	1	1	1	1	0	0	1
