FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
jɨɨ́tikari	1	1	1	1	1	1	1	1
kaɾi	0	0	0	0	1	1	1	1
tiyakari	1	1	1	1	1	1	1	1
