FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
ʦiʦʦɨ	1	1	1	0	1	1
ʧʰíhʧʰɯ	1	1	1	0	1	1
sísɨ-ʔi	1	1	1	1	1	1
