FORM	Slot1	Slot2	Slot3	Slot4	Slot5
g̃èʼta̋	1	1	1	1	1
g̃èʼtà	1	1	1	1	1
nɯnó	1	1	0	1	1
nɯné	1	1	0	1	1
nɯno	1	1	0	1	1
nɯne	1	1	0	1	1
nɯnó	1	1	0	1	1
nɯné	1	1	0	1	1
