FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
áɯnori	1	1	1	1	1	1
íanori	1	1	1	1	1	1
ianori	1	1	1	1	1	1
aɯ́nomo	1	1	1	1	1	1
iánori	1	1	1	1	1	1
