FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
aittɨme	1	1	1	1	1	1	1
ahtʰʲɯ́mɨ	1	0	1	1	1	1	1
áttʲɨ́me-	1	0	1	1	1	1	1
