FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
éiroma	1	1	1	1	1	1
éikome	1	1	1	1	1	1
eiroma	1	0	1	1	1	1
eíroma	1	1	1	1	1	1
