FORM	Slot1	Slot2	Slot3	Slot4
bĩ́ĩ́	1	1	0	0
bĩ́hã	1	1	1	1
baʔi	1	1	1	1
bɯ	1	1	0	0
bíe	1	1	0	1
bie	1	1	0	1
bedá	1	1	1	1
