FORM	Slot1	Slot2	Slot3	Slot4	Slot5
am̥ɯ̃ɯ̃ɲ̥a	1	1	1	1	1
aména	1	1	1	1	1
amena	1	1	1	1	1
aména	1	1	1	1	1
amáka	1	1	1	1	1
