FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
-ʼétǜ	1	1	0	1	0	0	1
aʤɨ-ɨ	0	1	0	1	1	0	1
ʔáʧɯ-ɯ	1	1	0	1	1	0	1
ááʤɨ-ɨ	0	1	1	1	1	0	1
ití	0	1	0	1	0	0	1
atū́ka̯	0	1	0	1	1	1	1
