FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
iiʔba	1	1	1	0	1	1	0
íʔpá-ɯ	1	0	1	0	1	1	1
ííba	1	0	0	1	1	1	0
iiʔba	1	1	1	0	1	1	0
íʔpáɯ	1	0	1	0	1	1	1
íiba	1	0	0	1	1	1	0
