FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
minit	1	1	0	1	1	1	0	0
wɨʔnin	1	1	1	1	0	0	1	1
winítin	1	1	0	1	1	1	1	1
winí-	1	1	0	1	0	0	1	0
winit	1	1	0	1	1	1	0	0
