FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
tuukɨ-	1	1	1	1	1	0	0
tʰóókʰɯ-ne	1	1	1	1	1	1	1
túúkɨ-no	1	1	1	1	1	1	1
