FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
ʤɯ́aɯde	1	1	1	1	1	1
ʤɯaɯde	1	1	1	0	1	1
ʤɯ́aɯde	1	1	1	1	1	1
