FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8	Slot9
ɲõmã́ã́ʔõ	1	1	1	1	1	0	0	0	1
kɯmóhɯ	1	1	1	1	1	0	0	0	1
kɯ́maɯ	1	1	1	1	0	0	0	0	1
kɯ́moɯ	1	1	1	1	0	0	0	0	1
kɯmókairo	1	1	1	1	1	1	1	1	1
kɯmagoɯ	1	1	1	1	1	0	0	0	1
kɯmókairo	1	1	1	1	1	1	1	1	1
