FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
aríini	1	0	1	1	1	1	0
ait̪un̪ã́	1	1	1	1	1	1	0
oteɲets	1	0	1	1	1	1	1
atinyu	1	0	1	1	1	1	0
