FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
aníini	1	1	1	1	1	0	0
niniu	0	1	1	1	1	1	0
weɲets	0	1	1	1	1	0	1
aninyu	1	1	1	1	1	0	0
