FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
moθíɲote	1	1	1	1	1	1	1	1
moθide	1	1	1	1	0	0	1	1
motíde	1	1	1	1	0	0	1	1
