FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
heebɨ-ɨ	1	1	1	1	1	1
ɨ́ɨ́pɯ-ɯ	0	1	1	1	1	1
héebɨ-ɨ	1	1	1	1	1	1
