FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
niiβa	1	1	1	1	0	0	1
niiβa	1	1	1	1	0	0	1
niiβa-ʔi	1	1	1	1	1	1	1
