FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
ghoméa	0	1	1	1	1	0	1	0
comäa	0	1	1	1	1	0	1	0
coméeh	0	1	1	1	1	0	1	1
ismáwa	1	1	0	1	1	1	1	0
