FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
sóógo	1	1	1	1	0	0	0
tóógo	1	1	1	1	0	0	0
sekaa	1	1	1	1	0	0	0
shikapich	1	1	1	1	1	1	1
