FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
umut	1	1	1	0	1	0	0
múrtin	0	1	1	1	1	1	1
uma-r	1	1	1	1	0	0	0
umut	1	1	1	0	1	0	0
