FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
kajasi	1	1	1	1	1	1
kaj̃asu	1	1	1	1	1	1
kajáso	1	1	1	1	1	1
sa̠si	0	0	1	1	1	1
kahaakwa	1	1	1	1	1	1
