FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
kapantu	1	1	1	1	1	1	1	0
kɨwanɨn	1	1	1	1	1	0	1	1
kapántin	1	1	1	1	1	1	1	1
kapántin	1	1	1	1	1	1	1	1
kapantu	1	1	1	1	1	1	1	0
