FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
hakau	1	1	1	1	0	0	0
jákatin	1	1	1	1	1	1	1
já-ka	1	1	1	1	0	0	0
jakat	1	1	1	1	1	0	0
