FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
samɨkbau	1	1	1	1	1	1	1
samék	1	1	1	1	1	0	0
sámek	1	1	1	1	1	0	0
samek	1	1	1	1	1	0	0
