FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
ómoɯ	1	1	0	0	0	1	1
ómɯkoɯ	1	1	0	1	1	1	1
omoɯ	1	1	0	0	0	1	0
omɯko	1	1	0	1	1	1	0
ómaɯ	1	1	0	0	0	1	1
ómaɯko	1	1	1	1	1	1	0
