FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
kánɨɨka	1	1	1	1	1	1
kéení	1	1	1	0	0	1
kana	1	1	1	0	0	1
kanatɨ	1	1	1	1	1	1
