FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
najika	1	1	1	1	1	1
nuhi	1	1	1	0	0	1
naj̃akwa	1	1	1	1	1	1
nújĩ	1	1	1	0	0	1
najúkwa	1	1	1	1	1	1
nuji̠	1	1	1	0	0	1
nuji	1	1	1	0	0	1
nahuka	1	1	1	1	1	1
