FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
tuntup	1	1	1	0	1	1	1	0
tækæjabæ	1	1	1	1	1	1	1	1
tuntúp	1	1	1	0	1	1	1	0
tuntupe	1	1	1	0	1	1	1	1
tuntup	1	1	1	0	1	1	1	0
