FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
raríini	0	1	1	1	1	1	1	0
ɾatunu	0	1	1	1	1	1	1	0
oɹeteɲet͡s	1	1	1	1	1	1	1	1
ratunu	0	1	1	1	1	1	1	0
