FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
ɯáɯrede	0	1	1	1	1	1	1	1
hearede	1	1	1	0	1	1	1	1
ɯáɯrede	0	1	1	1	1	1	1	1
