FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
méinete	1	1	0	1	1	1	1	1
meinete	1	1	0	0	1	1	1	1
méineɗe	1	1	0	1	1	1	1	1
mɨseɲet͡s	1	1	1	1	1	1	1	0
