FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
bɯtáde	1	1	0	1	1	1	1
batáde	1	1	0	1	1	1	1
ɲáɯte	1	1	0	0	1	1	1
bɯtade	1	1	0	1	1	1	1
nitade	1	1	0	1	1	1	1
kuaɯtade	1	1	1	1	1	1	1
bɯɗáde	1	1	0	1	1	1	1
daiɗáde	1	1	1	1	1	1	1
paɯɗe	1	1	0	0	1	1	1
