FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
omɯ́de	1	0	1	1	1	0	0	1
omɯde	1	0	1	1	1	0	0	1
omɯ́de	1	0	1	1	1	0	0	1
aamɨ-ʦu	1	1	1	1	1	0	0	1
aamɯ́-ʦʰó	1	1	1	1	1	0	0	1
áámɨ́-su-ʔi	1	1	1	1	1	1	1	1
