FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
on̥õõ	0	1	1	1	0	0	0
on̥õõpo	0	1	1	1	0	1	1
ónoɯ	0	1	1	1	1	0	0
onoʤɯ	0	1	1	1	0	1	1
onoɯ	0	1	1	1	0	0	0
ónoɯ	0	1	1	1	1	0	0
cunia	1	1	1	0	1	0	1
ganoagá	1	1	1	1	1	1	1
