FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
haiɲóde	1	1	1	1	1	1	1
ɸúude	1	1	0	0	0	1	1
ɸuride	1	1	0	1	1	1	1
ɸiraide	1	1	0	1	1	1	1
haiɲóde	1	1	1	1	1	1	1
púunoɗe	1	1	0	1	1	1	1
