FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
bóóra	1	1	1	0	0	0	0	1
borárede	1	1	1	1	1	1	1	1
borarede	1	1	1	1	1	1	1	1
borárede	1	1	1	1	1	1	1	1
