FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
ma̰	1	1	0	0	0	0
maut	1	1	0	1	0	0
máatin	1	1	0	1	1	1
ma-a	1	1	1	0	0	0
maat	1	1	1	1	0	0
