FORM	Slot1	Slot2	Slot3	Slot4	Slot5
hõʔxo	1	1	1	1	1
hɯ́ko	1	1	0	1	1
hɯko	1	1	0	1	1
hɯ́ko	1	1	0	1	1
hinu	1	1	1	0	1
