FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
jagkug	1	1	1	1	1	1	0
yanko	1	1	1	1	1	0	0
yangkúr	1	1	1	1	1	1	0
danku	1	1	1	1	1	0	0
yankuj’	1	1	1	1	1	1	1
yankur	1	1	1	1	1	1	0
