FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7	Slot8
namija	1	1	1	1	1	0	0	1
namij̃ia	1	1	1	1	1	0	1	1
namíjya	1	1	1	1	1	1	0	1
namihya	1	1	1	1	1	0	0	1
