FORM	Slot1	Slot2	Slot3	Slot4	Slot5
natʲṍ	1	1	0	1	1
náɯɯo	1	1	1	0	1
náɯo	1	1	1	0	1
naɯo	1	1	0	0	1
naɯona	1	1	1	1	1
náɯɯo	1	1	1	0	1
